2024-09-03 16:53:35 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 8160
2024-09-03 16:53:35 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-09-03 16:53:35 0 [Note] InnoDB: Uses event mutexes
2024-09-03 16:53:35 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-09-03 16:53:35 0 [Note] InnoDB: Number of pools: 1
2024-09-03 16:53:35 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=348] log sequence number 21914008 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 21839150 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=382] log sequence number 21839150 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 21916740 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=351] log sequence number 21916740 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 21916779 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=355] log sequence number 21916779 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 21916818 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 21916818 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 21916919 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 21917943 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=324] log sequence number 21917943 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 21651234 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=342] log sequence number 21651234 is in the future! Current system log sequence number 300306.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-09-03 16:53:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 21850737 is in the future! Current system log sequence number 300306.
